INSERT INTO `lucky_cooperation`.`t_actuality_cup_goods_day` (year, record_date, goods_id, type, wh_dept_id, cup_amount, create_user, create_time, update_user, update_time) VALUES 
(2022, '2022-01-03', 42, 20, -1, 1415917.1092369226, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-04', 42, 20, 327193, 144314.35893351387, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-04', 42, 20, 245971, 428536.0708690052, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-04', 42, 20, 245871, 149551.90713957584, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-04', 42, 20, 326932, 280804.3374571082, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-04', 42, 20, 326327, 452953.8744686055, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-04', 42, 20, -1, 1456160.5488678087, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-05', 42, 20, 327193, 118066.16986405695, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-05', 42, 20, 245971, 283730.30531200254, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-05', 42, 20, 245871, 284397.7380653236, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-05', 42, 20, 326932, 464692.21959294524, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-05', 42, 20, 326327, 116220.08631890797, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-05', 42, 20, -1, 1267106.5191532364, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-06', 42, 20, 327193, 315455.23745581874, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-06', 42, 20, 245971, 123602.91647049863, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-06', 42, 20, 245871, 337315.5266987616, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-06', 42, 20, 326932, 442287.6230643245, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-06', 42, 20, 326327, 152719.8171977262, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-06', 42, 20, -1, 1371381.1208871296, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-07', 42, 20, 327193, 292703.9969024692, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-07', 42, 20, 245971, 423035.76800064516, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-07', 42, 20, 245871, 258736.52666607208, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-07', 42, 20, 326932, 339538.75986125, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-07', 42, 20, 326327, 253183.68492647418, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-07', 42, 20, -1, 1567198.7363569108, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-08', 42, 20, 327193, 203838.1571039558, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-08', 42, 20, 245971, 432764.8964335206, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-08', 42, 20, 245871, 443435.71056265483, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-08', 42, 20, 326932, 468528.12929148984, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-08', 42, 20, 326327, 288921.0423733534, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-08', 42, 20, -1, 1837487.9357649742, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-09', 42, 20, 327193, 190717.49506393968, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-09', 42, 20, 245971, 462677.6987624285, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-09', 42, 20, 245871, 325116.69219848566, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-09', 42, 20, 326932, 133548.67177099123, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-09', 42, 20, 326327, 369116.54529216274, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-09', 42, 20, -1, 1481177.103088008, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-10', 42, 20, 327193, 248125.64839293456, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-10', 42, 20, 245971, 487387.5708371564, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-10', 42, 20, 245871, 345743.9202374308, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-10', 42, 20, 326932, 404331.798514106, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-10', 42, 20, 326327, 221614.36173969938, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-10', 42, 20, -1, 1707203.2997213271, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-11', 42, 20, 327193, 373868.51960034226, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-11', 42, 20, 245971, 392112.7679504983, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-11', 42, 20, 245871, 383813.94881883357, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-11', 42, 20, 326932, 398723.66740392864, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-11', 42, 20, 326327, 256808.22828626804, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-11', 42, 20, -1, 1805327.1320598708, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-12', 42, 20, 327193, 293517.10878590646, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-12', 42, 20, 245971, 152180.11772093814, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-12', 42, 20, 245871, 334779.83495577937, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-12', 42, 20, 326932, 170541.54741057305, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-12', 42, 20, 326327, 238493.33109591698, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-12', 42, 20, -1, 1189511.939969114, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-13', 42, 20, 327193, 323788.7390837233, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-13', 42, 20, 245971, 407800.3015651461, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-13', 42, 20, 245871, 292008.5461317752, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-13', 42, 20, 326932, 473144.4685476784, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-13', 42, 20, 326327, 450965.24688474555, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-13', 42, 20, -1, 1947707.3022130684, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-14', 42, 20, 327193, 394980.16650800453, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-14', 42, 20, 245971, 247081.90469112212, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-14', 42, 20, 245871, 328022.4370198769, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-14', 42, 20, 326932, 138760.7004916445, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-14', 42, 20, 326327, 159310.82956976094, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-14', 42, 20, -1, 1268156.038280409, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-15', 42, 20, 327193, 487111.20818959887, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-15', 42, 20, 245971, 163959.69305476928, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-15', 42, 20, 245871, 374488.0426279567, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-15', 42, 20, 326932, 343925.88561030943, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-15', 42, 20, 326327, 448882.6682914697, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-15', 42, 20, -1, 1818367.4977741041, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-16', 42, 20, 327193, 362221.95025336824, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-16', 42, 20, 245971, 189977.53833102467, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-16', 42, 20, 245871, 274272.7890509353, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-16', 42, 20, 326932, 194526.50325248824, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-16', 42, 20, 326327, 104718.84238718615, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-16', 42, 20, -1, 1125717.6232750027, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-17', 42, 20, 327193, 190000.48306348867, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-17', 42, 20, 245971, 288836.6746640352, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-17', 42, 20, 245871, 268626.08662387845, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-17', 42, 20, 326932, 215297.42045703827, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-17', 42, 20, 326327, 333132.4515198923, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-17', 42, 20, -1, 1295893.116328333, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-18', 42, 20, 327193, 122909.46274899745, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-18', 42, 20, 245971, 472655.8656143748, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-18', 42, 20, 245871, 239567.91493147085, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-18', 42, 20, 326932, 306854.6593997906, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-18', 42, 20, 326327, 449818.5420540662, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-18', 42, 20, -1, 1591806.4447487, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-19', 42, 20, 327193, 290003.0147319264, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-19', 42, 20, 245971, 440164.4287843774, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-19', 42, 20, 245871, 458431.329492957, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-19', 42, 20, 326932, 410416.06508954306, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-19', 42, 20, 326327, 335924.5670661534, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-19', 42, 20, -1, 1934939.405164957, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-20', 42, 20, 327193, 367094.35083739617, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-20', 42, 20, 245971, 467513.8277068681, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-20', 42, 20, 245871, 368828.7282433798, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-20', 42, 20, 326932, 200404.66434857916, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-20', 42, 20, 326327, 328889.074656684, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-20', 42, 20, -1, 1732730.6457929073, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-21', 42, 20, 327193, 256605.244111984, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-21', 42, 20, 245971, 209370.31426435828, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-21', 42, 20, 245871, 260233.67470205144, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-21', 42, 20, 326932, 427091.19612007966, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-21', 42, 20, 326327, 190898.10345851205, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-21', 42, 20, -1, 1344198.5326569856, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-22', 42, 20, 327193, 164107.10651784524, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-22', 42, 20, 245971, 150730.22279454724, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-22', 42, 20, 245871, 248638.3191422255, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-22', 42, 20, 326932, 149327.55233741231, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-22', 42, 20, 326327, 448153.31735689216, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-22', 42, 20, -1, 1160956.5181489224, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-23', 42, 20, 327193, 482461.00477132713, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-23', 42, 20, 245971, 329557.7800476676, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-23', 42, 20, 245871, 309665.39410914807, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-23', 42, 20, 326932, 163775.41801376693, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-23', 42, 20, 326327, 204627.53586869792, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-23', 42, 20, -1, 1490087.1328106076, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-24', 42, 20, 327193, 221005.21388230688, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-24', 42, 20, 245971, 202157.4007469894, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-24', 42, 20, 245871, 203981.31011731105, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-24', 42, 20, 326932, 222060.05556259863, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-24', 42, 20, 326327, 471844.9072801787, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-24', 42, 20, -1, 1321048.8875893846, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-25', 42, 20, 327193, 361679.8086214996, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-25', 42, 20, 245971, 311456.48113385984, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-25', 42, 20, 245871, 156991.36327108857, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-25', 42, 20, 326932, 283654.372928173, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-25', 42, 20, 326327, 302321.1347988957, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-25', 42, 20, -1, 1416103.1607535165, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-26', 42, 20, 327193, 403526.51809731213, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-26', 42, 20, 245971, 185046.5687115601, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-26', 42, 20, 245871, 412104.1618251129, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-26', 42, 20, 326932, 315182.11981211184, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-26', 42, 20, 326327, 232973.54446525223, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-26', 42, 20, -1, 1548832.912911349, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-27', 42, 20, 327193, 149924.21071076044, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-27', 42, 20, 245971, 453385.4450926644, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-27', 42, 20, 245871, 312353.49262166244, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-27', 42, 20, 326932, 303144.33023328445, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-27', 42, 20, 326327, 327065.52878714533, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-27', 42, 20, -1, 1545873.007445517, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-28', 42, 20, 327193, 447697.87660164374, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-28', 42, 20, 245971, 171097.1863006057, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-28', 42, 20, 245871, 391498.1281036862, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-28', 42, 20, 326932, 418278.53600525187, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-28', 42, 20, 326327, 275986.83095496736, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-28', 42, 20, -1, 1704558.5579661548, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-29', 42, 20, 327193, 474393.55672727805, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-29', 42, 20, 245971, 372490.7802091244, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-29', 42, 20, 245871, 289670.3208229543, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-29', 42, 20, 326932, 296062.503875599, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-29', 42, 20, 326327, 382650.85598688415, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-29', 42, 20, -1, 1815268.01762184, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-30', 42, 20, 327193, 172549.14845775662, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-30', 42, 20, 245971, 109307.74048455087, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-30', 42, 20, 245871, 412351.3544411522, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-30', 42, 20, 326932, 246661.32399625663, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-30', 42, 20, 326327, 265553.53172959364, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-30', 42, 20, -1, 1206423.09910931, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-31', 42, 20, 327193, 145426.17921540444, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-31', 42, 20, 245971, 131056.85391345716, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-31', 42, 20, 245871, 318297.7106516501, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-31', 42, 20, 326932, 372249.14182449534, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-31', 42, 20, 326327, 356704.52841772535, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-01-31', 42, 20, -1, 1323734.4140227323, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-01', 42, 20, 327193, 288304.33000275487, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-01', 42, 20, 245971, 345686.12315709586, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-01', 42, 20, 245871, 304722.1976438506, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-01', 42, 20, 326932, 296633.6701253312, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-01', 42, 20, 326327, 281921.42148412624, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-01', 42, 20, -1, 1517267.7424131588, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-02', 42, 20, 327193, 393281.1452572293, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-02', 42, 20, 245971, 470779.49800185836, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-02', 42, 20, 245871, 397303.92150482995, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-02', 42, 20, 326932, 464934.51714362536, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-02', 42, 20, 326327, 172817.8122439374, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-02', 42, 20, -1, 1899116.8941514804, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-03', 42, 20, 327193, 324811.49597907567, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-03', 42, 20, 245971, 211483.7324255518, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-03', 42, 20, 245871, 344357.4777194468, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-03', 42, 20, 326932, 406502.6916329967, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-03', 42, 20, 326327, 213801.3686333669, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-03', 42, 20, -1, 1500956.766390438, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-04', 42, 20, 327193, 237708.27615759952, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-04', 42, 20, 245971, 164369.89461544133, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-04', 42, 20, 245871, 368501.04877166153, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-04', 42, 20, 326932, 464060.7123754279, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-04', 42, 20, 326327, 461858.06488837814, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-04', 42, 20, -1, 1696497.9968085084, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-05', 42, 20, 327193, 492598.140765956, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-05', 42, 20, 245971, 292853.0715509626, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-05', 42, 20, 245871, 188172.2057119513, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-05', 42, 20, 326932, 413645.65657563886, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-05', 42, 20, 326327, 296273.8561788702, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-05', 42, 20, -1, 1683542.930783379, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-06', 42, 20, 327193, 183563.96850565117, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-06', 42, 20, 245971, 414089.6368337191, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-06', 42, 20, 245871, 312861.3219542791, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-06', 42, 20, 326932, 104367.69033592634, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-06', 42, 20, 326327, 465635.9627962713, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-06', 42, 20, -1, 1480518.5804258469, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-07', 42, 20, 327193, 483850.82013254956, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-07', 42, 20, 245971, 429756.8418136367, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-07', 42, 20, 245871, 128947.84888792268, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-07', 42, 20, 326932, 182998.32476531962, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-07', 42, 20, 326327, 153375.70325667594, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-07', 42, 20, -1, 1378929.5388561047, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-08', 42, 20, 327193, 367590.46781758877, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-08', 42, 20, 245971, 274133.0582996013, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-08', 42, 20, 245871, 361589.22759355593, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-08', 42, 20, 326932, 207299.68041547062, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-08', 42, 20, 326327, 423974.34202074085, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-08', 42, 20, -1, 1634586.7761469572, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-09', 42, 20, 327193, 423189.6728420368, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-09', 42, 20, 245971, 470213.3920680728, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-09', 42, 20, 245871, 447488.6780768899, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-09', 42, 20, 326932, 120916.25074012895, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-09', 42, 20, 326327, 456914.20576169924, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-09', 42, 20, -1, 1918722.1994888277, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-10', 42, 20, 327193, 266020.9964989138, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-10', 42, 20, 245971, 372851.9637737876, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-10', 42, 20, 245871, 204347.20565339195, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-10', 42, 20, 326932, 118952.07359384079, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-10', 42, 20, 326327, 327334.4279954162, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-10', 42, 20, -1, 1289506.6675153505, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-11', 42, 20, 327193, 295180.36581145966, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-11', 42, 20, 245971, 331726.60470926843, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-11', 42, 20, 245871, 410767.41745536815, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-11', 42, 20, 326932, 106946.11310694943, 1, '2023-06-01', 1, '2023-06-01'),
(2022, '2022-02-11', 42, 20, 326327, 363809.3747013696, 1, '2023-06-01', 1, '2023-06-01'),
