INSERT INTO `lucky_cooperation`.`t_actuality_cup_commodity` (`year`, `commodity_id`, `type`, `january_num`, `february_num`, `march_num`, `april_num`, `may_num`, `june_num`, `july_num`, `august_num`, `september_num`, `october_num`, `november_num`, `december_num`, `total_num`, `create_user`, `create_time`, `update_user`, `update_time`, `wh_dept_id`) VALUES 
('2022', '800', '10', 28.1476615892638, 4.096594507784296, 7.9924512959196665, 11.176515526023751, 21.08292271571185, 14.850771215137199, 38.7747387761946, 1.652931327823065, 42.88855822195748, 38.03797012465698, 36.82239909694992, 11.94605565972, 21.455797504761886, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2022', '800', '10', 25.23624874072139, 39.09438877613092, 7.096083488085686, 22.50569494520131, 41.31233723663807, 43.16595253596323, 37.92967521937059, 41.583256683434115, 19.204255707422867, 32.606320352535626, 3.995571055955577, 15.248977825480841, 27.414896880578354, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2022', '800', '10', 47.075505851531844, 46.94616916040781, 49.80386846382471, 18.241539127130757, 40.70595661036423, 13.339020690036307, 16.652848825317275, 24.03904466976216, 24.372829150657697, 5.541245164614067, 0.31192253106840373, 21.618160167626293, 25.72067586769513, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2022', '800', '10', 44.9041778303867, 15.974547850866976, 12.266068103316657, 12.221546936777477, 29.63692988276694, 27.31013856894772, 37.56725553005946, 27.45738002606527, 47.41300662777215, 33.974947350386806, 33.65298403463907, 47.779643276545535, 30.846552168210895, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2022', '800', '10', 4.871202161306254, 47.32173372381769, 33.29310159745212, 25.725710258618772, 20.57095241183397, 1.9206011869156658, 23.86066264568008, 9.772096917350604, 38.72664607366251, 15.25341821693459, 6.061694847760451, 47.32159356033911, 22.89161780013932, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2022', '800', '10', 20.550963816439875, 39.29296352072546, 45.32167807320591, 13.033032039726278, 11.148411738535335, 37.941625106032554, 36.826065715389795, 14.30517050116687, 41.42676662109954, 14.58782082945741, 25.47600212747859, 44.243795482629, 28.679524630990556, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2022', '6967', '10', 18.06070489774956, 42.82891454062959, 37.4835769234677, 15.55999133871494, 21.969127056659225, 7.721528740445105, 32.28367647848848, 37.48962434255593, 9.222331120011773, 22.86518495785742, 15.04316147227993, 46.97392140418098, 25.625145272753386, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2022', '6967', '10', 8.352193391419831, 39.65278685488844, 13.121411220063345, 18.62430296307751, 19.044421156786285, 10.145068188843476, 12.868340033260894, 26.138250713165373, 11.63186438701797, 31.12317406764979, 48.69593320099248, 16.14279616817304, 21.295045195444867, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2022', '6967', '10', 43.4638737141787, 9.184342462060242, 17.621165177102345, 46.16791749786872, 21.759076702325352, 30.340543695797663, 40.21293164557814, 45.43589601674216, 36.146384320544996, 33.76838749365503, 49.28329249493875, 27.50010431261231, 33.406992961117034, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2022', '6967', '10', 3.010970758838388, 38.88038275311392, 48.76150382640387, 26.421037086184747, 30.11042508452651, 26.819407103048388, 18.187589674594257, 5.937368500444718, 41.02065185804865, 1.41719635589026, 7.1702420911905875, 10.83657881844426, 21.54777949256071, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2022', '6967', '10', 12.67425225363853, 26.09727105635022, 1.2377540060577175, 24.767435724096693, 43.495291383969885, 25.12846786361352, 44.098501290839124, 33.60027405366293, 21.89066553457335, 43.106790821679425, 26.75874288163686, 31.2499739344044, 27.84211840037689, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2022', '6967', '10', 13.533838909214014, 32.08866834026745, 41.77412094090877, 37.52158282496411, 21.424437208997855, 12.629617125007098, 6.264912597973082, 3.8749216057088476, 17.888039499134507, 9.706736669374811, 14.108624859348017, 34.463331406741354, 20.43990266563666, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2022', '6973', '10', 47.45093110465, 2.6335568807355267, 43.1650680414924, 47.9132457684058, 10.632307388380996, 49.368037245053785, 35.88907853619834, 38.92148806912609, 33.12356204486992, 23.82352343424088, 39.27128077698014, 41.27490215560743, 34.45558178714511, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2022', '6973', '10', 29.02320940056503, 17.6442775861115, 16.13791850405638, 17.96006491423445, 15.908228218106768, 24.760983019217015, 40.02924080148431, 20.889793295585353, 16.877020445842845, 24.506861192775453, 32.259103785079546, 28.038163719829267, 23.669572073573992, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2022', '6973', '10', 40.50537246987799, 17.948441578083656, 13.813286748281167, 6.8761271806276945, 40.90991940417934, 22.04938455676536, 23.141026348835393, 13.296056921105032, 4.142290236597285, 19.392841914824434, 46.13020789596426, 7.091432050599833, 21.27469894214512, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2022', '6973', '10', 26.352103935112925, 34.16250749503108, 19.343843227206676, 48.387806618290725, 1.417301078994293, 24.91776666855985, 21.282264407041897, 33.03303121734406, 42.88234234355355, 10.728050182150916, 4.42369632072891, 43.509739945442256, 25.870037786621435, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2022', '6973', '10', 19.377193098721595, 13.273287983973637, 34.32558966112495, 49.22086446509245, 47.166130891599195, 3.1743540772607384, 5.873585930438191, 1.763502435918024, 6.8072467739221985, 17.133797700202763, 29.520506956099513, 34.03418644420088, 21.805853868212846, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2022', '6973', '10', 38.467435782616036, 10.274793917153879, 21.828725029425, 7.490493329584302, 40.155012343410576, 20.620704699223165, 43.1511488057912, 37.20030326889128, 18.45650904864091, 11.905312982532323, 38.29887851080117, 46.05321484612191, 27.82521104701598, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2022', '6991', '10', 2.7010182888255683, 38.312702105943835, 4.1907353925602635, 30.03980033693068, 34.940687115531674, 27.687897807631284, 32.32461004821833, 37.35907760181037, 7.830686546533311, 46.577047573144526, 43.28080422079111, 12.90474622280377, 26.51248443839373, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2022', '6991', '10', 7.8784107654161435, 48.07971056272769, 40.72443366790298, 22.44300467526777, 46.816879808122366, 34.21541259175794, 30.161649832581876, 20.383734626971346, 3.672793954077047, 46.83714720098905, 31.131109446114575, 33.35897867993191, 30.47527215098839, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2022', '6991', '10', 40.054853914638024, 19.323919283759395, 44.2330778752768, 20.46225220836148, 14.096613985932427, 48.194627522822344, 25.71527226686672, 23.97545947126275, 41.24371494358911, 26.160773747404985, 4.741644136878087, 48.459037702643556, 29.721770588286304, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2022', '6991', '10', 38.55581414976769, 29.345773767803102, 7.611873742384595, 3.527682738898669, 9.189091902472496, 23.103444120189977, 28.91179551697776, 22.74216541204051, 32.336889234607625, 4.543733644882764, 15.696784696778494, 3.751318952584631, 18.276363989949026, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2022', '6991', '10', 30.324658653770285, 4.177294644042645, 4.749978711358505, 37.72508083625444, 19.762645868749413, 42.12760149550782, 17.843968628483957, 21.311598019518918, 26.758012371667476, 12.942467397138973, 19.565383641916156, 24.55548212829225, 21.820347699725072, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2022', '6991', '10', 14.760000601865663, 3.539547250391367, 17.092403558103253, 6.556564084798488, 18.337943046061728, 43.093009404556675, 9.91798372533108, 27.135816533664098, 30.706229180904003, 13.554801914875275, 17.55789700139509, 11.232300617243268, 17.79037474326583, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2022', '6992', '10', 33.42470208282566, 30.951223047162777, 7.920662884874485, 22.37414576434312, 10.288962594577555, 12.51116857710916, 26.353285533428362, 42.05506606233202, 46.38643386079255, 10.083553191825606, 45.59345892960899, 26.762524822954028, 26.22543227931953, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2022', '6992', '10', 28.86543906442267, 3.9722267244489187, 30.302739078694835, 19.03610074840354, 23.866802030880475, 15.508540650111058, 7.555826895734103, 29.543511741840977, 36.54023670181571, 11.289586238146853, 39.93133529479606, 21.398821031601408, 22.31759718340805, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2022', '6992', '10', 33.121607625703106, 37.722648966034875, 23.83699234371862, 41.66770433508296, 8.631773236481088, 36.23270266676577, 18.45513420805453, 45.00777509072206, 15.780448768631539, 18.87297824183286, 14.540541031879089, 34.185480860820164, 27.337982281310556, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2022', '6992', '10', 22.940847101568778, 38.534381253496456, 30.926687333557094, 7.329960956579712, 18.561479728711518, 16.009647549005095, 3.2229995928451327, 9.882097459594386, 46.54356295985701, 42.18745331390217, 32.73543153813156, 13.527436796449056, 23.5334987986415, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2022', '6992', '10', 46.015891719667025, 14.732282806526825, 16.608855742048966, 13.593121716648838, 23.941332862796322, 28.332744504362502, 15.038631981106137, 34.674364442763746, 22.27055911075646, 43.305078078100145, 17.99711432530126, 49.93426699274955, 27.20368702356898, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2022', '6992', '10', 29.039118605673735, 42.154749164708235, 8.120389719046333, 38.827059878077705, 45.0464234869569, 31.222342006925047, 40.180620242549, 23.318413650730598, 9.745843178432805, 9.341873544402446, 23.18649708667931, 30.106501767158033, 27.524152694278342, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2023', '5352', '10', 8.864830780761295, 3.45256525990672, 46.22995654016627, 1.2453644036174882, 45.09704245910749, 28.34865195627005, 31.9323336491909, 8.768011619472006, 0, 0, 0, 0, 14.494896389041017, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2023', '5352', '10', 29.44368576020017, 39.00066911439137, 19.638296613857232, 14.004726039215381, 49.40820625056247, 39.26627093119837, 31.463967793692323, 41.788806435710114, 0, 0, 0, 0, 22.001219078235618, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2023', '5352', '10', 36.44009118712976, 46.03686463147133, 27.268964172411337, 36.65082938590588, 0.7583590263471218, 23.896107463166206, 29.22190539117611, 41.63364660560285, 0, 0, 0, 0, 20.158897321934216, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2023', '5352', '10', 43.78814610666696, 13.562750547643349, 29.651329065302857, 45.574534370010106, 39.828991098665554, 21.612696520737607, 18.213507943407958, 31.044985825708533, 0, 0, 0, 0, 20.27307845651191, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2023', '5352', '10', 6.8681466506388675, 4.233151141134189, 32.81996811149874, 47.7185612895334, 27.877164024004042, 28.907725902212704, 30.114593948967382, 19.870050088910883, 0, 0, 0, 0, 16.534113429741684, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2023', '5352', '10', 16.177176865101593, 29.751151163357235, 8.233939287017144, 41.90661677337813, 31.753846999552493, 46.29290478823215, 13.822868375693343, 8.065695331716771, 0, 0, 0, 0, 16.33368329867074, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2023', '5990', '10', 22.90987856845489, 31.567533047827016, 35.01031854331937, 42.165626163652924, 9.907347148944906, 38.887625461540985, 26.526688773143515, 40.361577671819994, 0, 0, 0, 0, 20.611382948225298, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2023', '5990', '10', 41.66718824616834, 36.26066841758506, 9.824944357187547, 39.6771005228821, 49.825252349950574, 42.51188906970256, 43.10151861113384, 33.10036630041536, 0, 0, 0, 0, 24.664077322918786, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2023', '5990', '10', 17.209694160067667, 4.872494020866963, 25.856677881862588, 24.235808610210306, 49.10060790382548, 10.751040718426397, 15.01731482811875, 10.020251982898664, 0, 0, 0, 0, 13.0886575088564, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2023', '5990', '10', 12.063602239093068, 34.85926490337366, 36.949817652891156, 23.407997218836407, 25.063931506755033, 35.169174078821655, 4.490461153060293, 26.06918619559078, 0, 0, 0, 0, 16.506119579035172, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2023', '5990', '10', 16.78079947792117, 9.309678683465943, 31.558576390745372, 20.689925617025573, 3.911826941365737, 17.921481334975965, 2.168317018511934, 26.256462874169063, 0, 0, 0, 0, 10.716422361515063, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2023', '5990', '10', 14.55286789224447, 16.612503117100434, 43.67904507777786, 7.397673961380185, 42.10163092091276, 13.218688541373874, 10.003412942181894, 46.44980638199081, 0, 0, 0, 0, 16.167969069580188, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2023', '6192', '10', 9.258899194977205, 6.379846577486714, 16.049244008526927, 4.64827466976957, 24.540683533186307, 0.0592422200371423, 27.824417088545623, 18.327063108750103, 0, 0, 0, 0, 8.923972533439965, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2023', '6192', '10', 5.847796714998832, 6.172525198801493, 48.951133247922506, 46.816193461181705, 12.770720867200824, 19.010074903690594, 43.0080438186125, 11.91334185340931, 0, 0, 0, 0, 16.207485838818148, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2023', '6192', '10', 23.465143822673518, 6.298407149452717, 32.396474655664754, 14.401920542028208, 30.182585136139167, 26.604080748528546, 23.322563622392412, 41.46870678466822, 0, 0, 0, 0, 16.51165687179563, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2023', '6192', '10', 11.196109612317251, 15.612021308817425, 27.874819808476776, 1.410331527564862, 9.354918675378865, 2.7304918502988773, 38.48345071056677, 13.087484464979276, 0, 0, 0, 0, 9.97913566320001, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2023', '6192', '10', 39.876148639386436, 22.069105347669808, 21.713274860327182, 11.13482916826779, 0.6371218834640979, 31.843774427393278, 0.8017197945981602, 33.848358281815806, 0, 0, 0, 0, 13.493694366910214, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2023', '6192', '10', 45.34592703180859, 47.355583959030284, 27.091832951258798, 40.401604931030306, 28.623955791412165, 11.498299714748223, 33.683046664730924, 14.06501295988657, 0, 0, 0, 0, 20.672105333658816, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2023', '801', '10', 11.516152883804997, 14.538044053539467, 32.62074431771665, 33.087866222692995, 23.637231095602907, 42.09458764774413, 23.762533296490997, 13.026085193736142, 0, 0, 0, 0, 16.190270392610692, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2023', '801', '10', 43.01332365858172, 2.619531052473234, 11.972736954702256, 18.223294049668038, 37.81586443420361, 48.76685057641732, 27.344216851596542, 33.29864355206764, 0, 0, 0, 0, 18.587871760809197, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2023', '801', '10', 37.480774891064925, 7.726194333433117, 12.930868970800496, 2.83554967274105, 45.20567152705199, 0.6782431565480029, 33.753647082424095, 28.89424785674312, 0, 0, 0, 0, 14.125433124233899, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2023', '801', '10', 2.9540116986647877, 42.58152417249511, 1.4491470419923325, 49.606535734749, 2.3175455171236092, 31.323180117611116, 5.3556258835729125, 22.04954835288634, 0, 0, 0, 0, 13.136426543257933, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2023', '801', '10', 38.23355899201161, 12.71181932842892, 49.46651165591429, 36.34931375417871, 17.25045759490009, 37.06718423448037, 22.901566515063504, 15.79609583599889, 0, 0, 0, 0, 19.148042325914698, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2023', '801', '10', 16.695270525560947, 3.0191607122983632, 21.032933251058605, 23.55992259725957, 26.75675020818838, 48.60491407145868, 16.079938967091984, 22.788531261122525, 0, 0, 0, 0, 14.878118466169921, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2023', '800', '10', 32.44380491373675, 47.25559005441643, 40.29129937575006, 35.2487934477093, 8.596965587272976, 39.930047075534816, 36.239844934061544, 10.499339790966772, 0, 0, 0, 0, 20.87547376495405, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2023', '800', '10', 0.024827033634483575, 25.195482106814055, 4.362450552705771, 25.637727370106845, 44.654381854858656, 21.492521750658653, 45.7028303150384, 33.39949883040569, 0, 0, 0, 0, 16.705809984518545, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2023', '800', '10', 17.332327802173708, 23.304705798507097, 29.787886945848925, 40.16255584162729, 10.683800259636584, 28.547729413094398, 24.622409066400152, 15.434891886987911, 0, 0, 0, 0, 15.823025584523007, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2023', '800', '10', 44.39974414444739, 34.0797430205682, 13.71801479712182, 47.999190533331834, 27.030970989668894, 39.59652118885998, 5.647424631514308, 19.47079558731224, 0, 0, 0, 0, 19.32853374106872, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2023', '800', '10', 42.45200988787259, 33.78103284498054, 3.199171254293148, 29.193937547701715, 18.365258307265258, 18.895946078572734, 19.004152061786346, 0.1789905756759247, 0, 0, 0, 0, 13.75587487984569, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2023', '800', '10', 15.707573320122147, 6.75074245952198, 47.273844202179575, 16.351705536846755, 2.523728826476479, 47.0115986887613, 30.83933998293072, 11.185887083434508, 0, 0, 0, 0, 14.803701675022788, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2023', '6967', '10', 8.191635308794565, 41.27392420491551, 37.5209044260378, 37.41109182591553, 35.52864096024175, 25.50537570126023, 1.2724401043502587, 26.870909705085115, 0, 0, 0, 0, 17.797910186383398, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2023', '6967', '10', 30.755515764228843, 41.79724598294552, 30.022979763353106, 16.566072682345222, 37.113235823453245, 36.357550855289375, 9.096078994503303, 46.12638026529826, 0, 0, 0, 0, 20.65292167761807, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2023', '6967', '10', 18.619319987416823, 29.755629043364202, 2.4347701936460355, 42.202991919290824, 1.6791248285208782, 11.546285873412904, 37.307401177635455, 25.10707249966126, 0, 0, 0, 0, 14.054382960245698, 1, '2023-06-01', 1, '2023-06-01', '245871'),
('2023', '6967', '10', 20.838797969114438, 31.44966908257569, 15.060260358710842, 45.17146817589931, 32.792792342755966, 48.237585980251566, 14.864434188479208, 43.68175909938694, 0, 0, 0, 0, 21.00806393309783, 1, '2023-06-01', 1, '2023-06-01', '326932'),
('2023', '6967', '10', 6.273261178755124, 3.3193651978317695, 2.604582165354924, 44.83394358414699, 45.27119503872581, 26.536771093006177, 3.2349193107239103, 33.4284083871082, 0, 0, 0, 0, 13.791870496304407, 1, '2023-06-01', 1, '2023-06-01', '326327'),
('2023', '6967', '10', 0.31295349475893297, 41.404586385104224, 35.318564933382866, 19.411061008242104, 30.878256128647013, 25.71104999958299, 12.453754289476976, 38.56757860250346, 0, 0, 0, 0, 17.00481707014155, 1, '2023-06-01', 1, '2023-06-01', '-1'),
('2023', '6973', '10', 34.720222738123255, 12.794563776659624, 49.167247404020756, 39.93750168613539, 47.439382020271296, 23.867225602715, 49.67037588433214, 25.596680097089564, 0, 0, 0, 0, 23.599433267445587, 1, '2023-06-01', 1, '2023-06-01', '327193'),
('2023', '6973', '10', 18.92383884278615, 41.40619831079235, 47.507887099757255, 49.828726544573584, 10.633312212795149, 12.024239735884374, 12.46575750719099, 15.8671127999867, 0, 0, 0, 0, 17.388089421147214, 1, '2023-06-01', 1, '2023-06-01', '245971'),
('2023', '6973', '10', 10.736419405558967, 32.60906003062065, 15.144840965518586, 33.965919351204974, 45.57258174421198, 32.4005136410371, 13.927530178823933, 20.15301679545659, 0, 0, 0, 0, 17.042490176036065, 1, '2023-06-01', 1, '2023-06-01', '245871'),
