INSERT INTO `lucky_cooperation`.`t_alg_purchase_normal_goods_demand` (`predict_dt`, `wh_dept_id`, `goods_id`, `demand`, `create_time`) VALUES 
('2022-01-10', 326327, 42, 980.3972009920709, '2023-06-01'),
('2022-01-10', -1, 42, 2766.1246374318494, '2023-06-01'),
('2022-01-11', 327193, 42, 491.4781864054123, '2023-06-01'),
('2022-01-11', 245971, 42, 827.9052886667707, '2023-06-01'),
('2022-01-11', 245871, 42, 624.303998584127, '2023-06-01'),
('2022-01-11', 326932, 42, 897.3321896504324, '2023-06-01'),
('2022-01-11', 326327, 42, 193.2629803044592, '2023-06-01'),
('2022-01-11', -1, 42, 3034.282643611202, '2023-06-01'),
('2022-01-12', 327193, 42, 401.981937513191, '2023-06-01'),
('2022-01-12', 245971, 42, 493.51338277991454, '2023-06-01'),
('2022-01-12', 245871, 42, 932.293258771007, '2023-06-01'),
('2022-01-12', 326932, 42, 74.68836958072045, '2023-06-01'),
('2022-01-12', 326327, 42, 922.1022651021018, '2023-06-01'),
('2022-01-12', -1, 42, 2824.579213746935, '2023-06-01'),
('2022-01-13', 327193, 42, 77.55706448901879, '2023-06-01'),
('2022-01-13', 245971, 42, 907.7306942367956, '2023-06-01'),
('2022-01-13', 245871, 42, 624.854642159861, '2023-06-01'),
('2022-01-13', 326932, 42, 143.7473134421323, '2023-06-01'),
('2022-01-13', 326327, 42, 821.8660498801024, '2023-06-01'),
('2022-01-13', -1, 42, 2575.75576420791, '2023-06-01'),
('2022-01-14', 327193, 42, 520.9678571620221, '2023-06-01'),
('2022-01-14', 245971, 42, 478.37017377330085, '2023-06-01'),
('2022-01-14', 245871, 42, 181.32724199684358, '2023-06-01'),
('2022-01-14', 326932, 42, 513.7873007856425, '2023-06-01'),
('2022-01-14', 326327, 42, 865.0403369189569, '2023-06-01'),
('2022-01-14', -1, 42, 2559.4929106367663, '2023-06-01'),
('2022-01-15', 327193, 42, 42.01198902669767, '2023-06-01'),
('2022-01-15', 245971, 42, 437.37367409610573, '2023-06-01'),
('2022-01-15', 245871, 42, 859.3129265003623, '2023-06-01'),
('2022-01-15', 326932, 42, 206.7230319913671, '2023-06-01'),
('2022-01-15', 326327, 42, 900.5115507991723, '2023-06-01'),
('2022-01-15', -1, 42, 2445.9331724137055, '2023-06-01'),
('2022-01-16', 327193, 42, 816.7993721911843, '2023-06-01'),
('2022-01-16', 245971, 42, 216.80165276396667, '2023-06-01'),
('2022-01-16', 245871, 42, 796.1553491683103, '2023-06-01'),
('2022-01-16', 326932, 42, 688.2928248836517, '2023-06-01'),
('2022-01-16', 326327, 42, 417.04569207329536, '2023-06-01'),
('2022-01-16', -1, 42, 2935.0948910804086, '2023-06-01'),
('2022-01-17', 327193, 42, 765.7685597972999, '2023-06-01'),
('2022-01-17', 245971, 42, 194.36116518791658, '2023-06-01'),
('2022-01-17', 245871, 42, 95.78853615958094, '2023-06-01'),
('2022-01-17', 326932, 42, 479.6408436419182, '2023-06-01'),
('2022-01-17', 326327, 42, 928.8377073048098, '2023-06-01'),
('2022-01-17', -1, 42, 2464.396812091525, '2023-06-01'),
('2022-01-18', 327193, 42, 458.80933713480755, '2023-06-01'),
('2022-01-18', 245971, 42, 557.9622180772935, '2023-06-01'),
('2022-01-18', 245871, 42, 787.7793940756092, '2023-06-01'),
('2022-01-18', 326932, 42, 933.9429598969376, '2023-06-01'),
('2022-01-18', 326327, 42, 840.5910219061761, '2023-06-01'),
('2022-01-18', -1, 42, 3579.084931090824, '2023-06-01'),
('2022-01-19', 327193, 42, 763.2840012822656, '2023-06-01'),
('2022-01-19', 245971, 42, 323.64383074691705, '2023-06-01'),
('2022-01-19', 245871, 42, 743.5207997441603, '2023-06-01'),
('2022-01-19', 326932, 42, 227.464379739553, '2023-06-01'),
('2022-01-19', 326327, 42, 621.2020136272237, '2023-06-01'),
('2022-01-19', -1, 42, 2679.1150251401195, '2023-06-01'),
('2022-01-20', 327193, 42, 877.8649363513698, '2023-06-01'),
('2022-01-20', 245971, 42, 34.56160170514355, '2023-06-01'),
('2022-01-20', 245871, 42, 187.6302696187323, '2023-06-01'),
('2022-01-20', 326932, 42, 63.43528596120518, '2023-06-01'),
('2022-01-20', 326327, 42, 31.720018452394584, '2023-06-01'),
('2022-01-20', -1, 42, 1195.2121120888455, '2023-06-01'),
('2022-01-21', 327193, 42, 0.19067780049741856, '2023-06-01'),
('2022-01-21', 245971, 42, 940.6269062758828, '2023-06-01'),
('2022-01-21', 245871, 42, 706.4971116448504, '2023-06-01'),
('2022-01-21', 326932, 42, 320.6616556611068, '2023-06-01'),
('2022-01-21', 326327, 42, 41.38110010243767, '2023-06-01'),
('2022-01-21', -1, 42, 2009.357451484775, '2023-06-01'),
('2022-01-22', 327193, 42, 319.2114231060654, '2023-06-01'),
('2022-01-22', 245971, 42, 741.5746777844595, '2023-06-01'),
('2022-01-22', 245871, 42, 431.191491864947, '2023-06-01'),
('2022-01-22', 326932, 42, 96.17373914770033, '2023-06-01'),
('2022-01-22', 326327, 42, 780.8375072049931, '2023-06-01'),
('2022-01-22', -1, 42, 2368.9888391081654, '2023-06-01'),
('2022-01-23', 327193, 42, 665.8364945861899, '2023-06-01'),
('2022-01-23', 245971, 42, 857.0729513355058, '2023-06-01'),
('2022-01-23', 245871, 42, 505.65872181851535, '2023-06-01'),
('2022-01-23', 326932, 42, 412.1710181368483, '2023-06-01'),
('2022-01-23', 326327, 42, 356.9468515198836, '2023-06-01'),
('2022-01-23', -1, 42, 2797.6860373969434, '2023-06-01'),
('2022-01-24', 327193, 42, 462.52835542239126, '2023-06-01'),
('2022-01-24', 245971, 42, 312.32617462989987, '2023-06-01'),
('2022-01-24', 245871, 42, 265.0253336597422, '2023-06-01'),
('2022-01-24', 326932, 42, 500.1186160401656, '2023-06-01'),
('2022-01-24', 326327, 42, 630.4930302253395, '2023-06-01'),
('2022-01-24', -1, 42, 2170.491509977538, '2023-06-01'),
('2022-01-25', 327193, 42, 100.8599299448224, '2023-06-01'),
('2022-01-25', 245971, 42, 821.0087259446199, '2023-06-01'),
('2022-01-25', 245871, 42, 448.5023525399232, '2023-06-01'),
('2022-01-25', 326932, 42, 599.5084198014673, '2023-06-01'),
('2022-01-25', 326327, 42, 155.35713038176903, '2023-06-01'),
('2022-01-25', -1, 42, 2125.2365586126016, '2023-06-01'),
('2022-01-26', 327193, 42, 821.2756751158161, '2023-06-01'),
('2022-01-26', 245971, 42, 807.9819294813211, '2023-06-01'),
('2022-01-26', 245871, 42, 64.91819500161589, '2023-06-01'),
('2022-01-26', 326932, 42, 979.1253321231422, '2023-06-01'),
('2022-01-26', 326327, 42, 153.8963318119164, '2023-06-01'),
('2022-01-26', -1, 42, 2827.1974635338115, '2023-06-01'),
('2022-01-27', 327193, 42, 665.6259581063974, '2023-06-01'),
('2022-01-27', 245971, 42, 235.19939957681345, '2023-06-01'),
('2022-01-27', 245871, 42, 955.2859360368632, '2023-06-01'),
('2022-01-27', 326932, 42, 994.6269601150656, '2023-06-01'),
('2022-01-27', 326327, 42, 562.7084692751336, '2023-06-01'),
('2022-01-27', -1, 42, 3413.4467231102735, '2023-06-01'),
('2022-01-28', 327193, 42, 162.5816945290841, '2023-06-01'),
('2022-01-28', 245971, 42, 343.6212138146922, '2023-06-01'),
('2022-01-28', 245871, 42, 297.97316510295127, '2023-06-01'),
('2022-01-28', 326932, 42, 160.57390641500635, '2023-06-01'),
('2022-01-28', 326327, 42, 77.0868550411884, '2023-06-01'),
('2022-01-28', -1, 42, 1041.8368349029224, '2023-06-01'),
('2022-01-29', 327193, 42, 776.3599138537325, '2023-06-01'),
('2022-01-29', 245971, 42, 223.59444087589986, '2023-06-01'),
('2022-01-29', 245871, 42, 424.7251617157678, '2023-06-01'),
('2022-01-29', 326932, 42, 303.54139062909803, '2023-06-01'),
('2022-01-29', 326327, 42, 941.8284191242105, '2023-06-01'),
('2022-01-29', -1, 42, 2670.0493261987085, '2023-06-01'),
('2022-01-30', 327193, 42, 416.3823267408848, '2023-06-01'),
('2022-01-30', 245971, 42, 415.99244614632113, '2023-06-01'),
('2022-01-30', 245871, 42, 41.21207926832204, '2023-06-01'),
('2022-01-30', 326932, 42, 939.9480664094157, '2023-06-01'),
('2022-01-30', 326327, 42, 519.1127401544175, '2023-06-01'),
('2022-01-30', -1, 42, 2332.647658719361, '2023-06-01'),
('2022-01-31', 327193, 42, 606.8944637803324, '2023-06-01'),
('2022-01-31', 245971, 42, 985.60961085349, '2023-06-01'),
('2022-01-31', 245871, 42, 827.4898179917176, '2023-06-01'),
('2022-01-31', 326932, 42, 869.1903082347967, '2023-06-01'),
('2022-01-31', 326327, 42, 113.81691759376955, '2023-06-01'),
('2022-01-31', -1, 42, 3403.0011184541063, '2023-06-01'),
('2022-02-01', 327193, 42, 44.52299152736372, '2023-06-01'),
('2022-02-01', 245971, 42, 452.7848753798176, '2023-06-01'),
('2022-02-01', 245871, 42, 458.84217650895454, '2023-06-01'),
('2022-02-01', 326932, 42, 597.6592264720293, '2023-06-01'),
('2022-02-01', 326327, 42, 323.87625875736927, '2023-06-01'),
('2022-02-01', -1, 42, 1877.6855286455343, '2023-06-01'),
('2022-02-02', 327193, 42, 341.02176204641563, '2023-06-01'),
('2022-02-02', 245971, 42, 222.42947853091323, '2023-06-01'),
('2022-02-02', 245871, 42, 941.3382422655416, '2023-06-01'),
('2022-02-02', 326932, 42, 805.1638145364991, '2023-06-01'),
('2022-02-02', 326327, 42, 331.80097488664205, '2023-06-01'),
('2022-02-02', -1, 42, 2641.7542722660114, '2023-06-01'),
('2022-02-03', 327193, 42, 436.1688328892901, '2023-06-01'),
('2022-02-03', 245971, 42, 815.4907431316237, '2023-06-01'),
('2022-02-03', 245871, 42, 22.71207781776696, '2023-06-01'),
('2022-02-03', 326932, 42, 863.5853109561883, '2023-06-01'),
('2022-02-03', 326327, 42, 645.335970754158, '2023-06-01'),
('2022-02-03', -1, 42, 2783.2929355490273, '2023-06-01'),
('2022-02-04', 327193, 42, 336.73378570955225, '2023-06-01'),
('2022-02-04', 245971, 42, 588.2201760972254, '2023-06-01'),
('2022-02-04', 245871, 42, 66.11706338654855, '2023-06-01'),
('2022-02-04', 326932, 42, 822.1291543850535, '2023-06-01'),
('2022-02-04', 326327, 42, 531.9444827617571, '2023-06-01'),
('2022-02-04', -1, 42, 2345.144662340137, '2023-06-01'),
('2022-02-05', 327193, 42, 272.8588370175642, '2023-06-01'),
('2022-02-05', 245971, 42, 276.8234644463451, '2023-06-01'),
('2022-02-05', 245871, 42, 534.5786994587742, '2023-06-01'),
('2022-02-05', 326932, 42, 651.9108234171225, '2023-06-01'),
('2022-02-05', 326327, 42, 409.642832173329, '2023-06-01'),
('2022-02-05', -1, 42, 2145.8146565131347, '2023-06-01'),
('2022-02-06', 327193, 42, 905.0170852675852, '2023-06-01'),
('2022-02-06', 245971, 42, 207.65004276489296, '2023-06-01'),
('2022-02-06', 245871, 42, 543.6999272083148, '2023-06-01'),
('2022-02-06', 326932, 42, 13.562036834243841, '2023-06-01'),
('2022-02-06', 326327, 42, 445.78223711264775, '2023-06-01'),
('2022-02-06', -1, 42, 2115.7113291876844, '2023-06-01'),
('2022-02-07', 327193, 42, 439.4246539055362, '2023-06-01'),
('2022-02-07', 245971, 42, 437.35360983648496, '2023-06-01'),
('2022-02-07', 245871, 42, 134.66084049020023, '2023-06-01'),
('2022-02-07', 326932, 42, 881.8582351859227, '2023-06-01'),
('2022-02-07', 326327, 42, 847.0642048060962, '2023-06-01'),
('2022-02-07', -1, 42, 2740.3615442242403, '2023-06-01'),
('2022-02-08', 327193, 42, 729.438230204295, '2023-06-01'),
('2022-02-08', 245971, 42, 836.6127933715227, '2023-06-01'),
('2022-02-08', 245871, 42, 124.70186068676558, '2023-06-01'),
('2022-02-08', 326932, 42, 844.2969512458051, '2023-06-01'),
('2022-02-08', 326327, 42, 803.9901171581141, '2023-06-01'),
('2022-02-08', -1, 42, 3339.0399526665024, '2023-06-01'),
('2022-02-09', 327193, 42, 216.13633893215945, '2023-06-01'),
('2022-02-09', 245971, 42, 430.0275852190909, '2023-06-01'),
('2022-02-09', 245871, 42, 741.7721606217572, '2023-06-01'),
('2022-02-09', 326932, 42, 586.4408466926263, '2023-06-01'),
('2022-02-09', 326327, 42, 915.833975840882, '2023-06-01'),
('2022-02-09', -1, 42, 2890.2109073065158, '2023-06-01'),
('2022-02-10', 327193, 42, 696.4593628531615, '2023-06-01'),
('2022-02-10', 245971, 42, 998.5566000896342, '2023-06-01'),
('2022-02-10', 245871, 42, 726.2066250129687, '2023-06-01'),
('2022-02-10', 326932, 42, 144.31142447522538, '2023-06-01'),
('2022-02-10', 326327, 42, 734.9157699894529, '2023-06-01'),
('2022-02-10', -1, 42, 3300.4497824204427, '2023-06-01'),
('2022-02-11', 327193, 42, 568.4434618205079, '2023-06-01'),
('2022-02-11', 245971, 42, 300.1134892999244, '2023-06-01'),
('2022-02-11', 245871, 42, 61.58421097360123, '2023-06-01'),
('2022-02-11', 326932, 42, 735.3120999364595, '2023-06-01'),
('2022-02-11', 326327, 42, 975.4696050765566, '2023-06-01'),
('2022-02-11', -1, 42, 2640.9228671070496, '2023-06-01'),
('2022-02-12', 327193, 42, 796.6334986175681, '2023-06-01'),
('2022-02-12', 245971, 42, 840.5026125738984, '2023-06-01'),
('2022-02-12', 245871, 42, 161.6744586630432, '2023-06-01'),
('2022-02-12', 326932, 42, 558.020518254794, '2023-06-01'),
('2022-02-12', 326327, 42, 728.7807921013964, '2023-06-01'),
('2022-02-12', -1, 42, 3085.6118802107003, '2023-06-01'),
('2022-02-13', 327193, 42, 544.3723593254143, '2023-06-01'),
('2022-02-13', 245971, 42, 25.810751158114265, '2023-06-01'),
('2022-02-13', 245871, 42, 301.43678598334003, '2023-06-01'),
('2022-02-13', 326932, 42, 933.1024969460263, '2023-06-01'),
('2022-02-13', 326327, 42, 194.7855845335823, '2023-06-01'),
('2022-02-13', -1, 42, 1999.5079779464772, '2023-06-01'),
('2022-02-14', 327193, 42, 649.0084128082793, '2023-06-01'),
('2022-02-14', 245971, 42, 111.85476875241385, '2023-06-01'),
('2022-02-14', 245871, 42, 334.6565795121802, '2023-06-01'),
('2022-02-14', 326932, 42, 969.8321617579896, '2023-06-01'),
('2022-02-14', 326327, 42, 811.9746017652876, '2023-06-01'),
('2022-02-14', -1, 42, 2877.32652459615, '2023-06-01'),
('2022-02-15', 327193, 42, 901.782800202805, '2023-06-01'),
('2022-02-15', 245971, 42, 600.3291866282017, '2023-06-01'),
('2022-02-15', 245871, 42, 958.7200075438686, '2023-06-01'),
('2022-02-15', 326932, 42, 939.4606539789903, '2023-06-01'),
('2022-02-15', 326327, 42, 491.2310896188815, '2023-06-01'),
('2022-02-15', -1, 42, 3891.523737972747, '2023-06-01'),
('2022-02-16', 327193, 42, 788.8243366124829, '2023-06-01'),
('2022-02-16', 245971, 42, 470.73455867269297, '2023-06-01'),
('2022-02-16', 245871, 42, 995.6743421749389, '2023-06-01'),
('2022-02-16', 326932, 42, 800.516152870009, '2023-06-01'),
('2022-02-16', 326327, 42, 92.47954583425123, '2023-06-01'),
('2022-02-16', -1, 42, 3148.228936164375, '2023-06-01'),
('2022-02-17', 327193, 42, 12.066500219385489, '2023-06-01'),
('2022-02-17', 245971, 42, 639.6582372161672, '2023-06-01'),
('2022-02-17', 245871, 42, 306.4677400673795, '2023-06-01'),
('2022-02-17', 326932, 42, 329.3374763441374, '2023-06-01'),
('2022-02-17', 326327, 42, 609.4362188449132, '2023-06-01'),
('2022-02-17', -1, 42, 1896.9661726919826, '2023-06-01'),
('2022-02-18', 327193, 42, 323.8633281305521, '2023-06-01'),
('2022-02-18', 245971, 42, 280.9284106490946, '2023-06-01'),
('2022-02-18', 245871, 42, 558.6822276753223, '2023-06-01'),
('2022-02-18', 326932, 42, 185.57179321025973, '2023-06-01'),
('2022-02-18', 326327, 42, 560.3921886900872, '2023-06-01'),
('2022-02-18', -1, 42, 1909.4379483553162, '2023-06-01'),
('2022-02-19', 327193, 42, 398.9049024538428, '2023-06-01'),
('2022-02-19', 245971, 42, 447.35406064339725, '2023-06-01'),
('2022-02-19', 245871, 42, 120.57795085722312, '2023-06-01'),
('2022-02-19', 326932, 42, 974.6359569851231, '2023-06-01'),
('2022-02-19', 326327, 42, 367.57304656918177, '2023-06-01'),
('2022-02-19', -1, 42, 2309.045917508768, '2023-06-01'),
('2022-02-20', 327193, 42, 162.78546990729458, '2023-06-01'),
('2022-02-20', 245971, 42, 417.9999410483929, '2023-06-01'),
('2022-02-20', 245871, 42, 341.40694282774564, '2023-06-01'),
('2022-02-20', 326932, 42, 874.9387498770107, '2023-06-01'),
('2022-02-20', 326327, 42, 526.0603135383286, '2023-06-01'),
('2022-02-20', -1, 42, 2323.1914171987723, '2023-06-01'),
('2022-02-21', 327193, 42, 749.378214126475, '2023-06-01'),
('2022-02-21', 245971, 42, 316.6024283597568, '2023-06-01'),
('2022-02-21', 245871, 42, 262.9287908665885, '2023-06-01'),
('2022-02-21', 326932, 42, 257.2117403621795, '2023-06-01'),
('2022-02-21', 326327, 42, 127.00828556087507, '2023-06-01'),
('2022-02-21', -1, 42, 1713.1294592758748, '2023-06-01'),
('2022-02-22', 327193, 42, 417.15967712024, '2023-06-01'),
('2022-02-22', 245971, 42, 61.00016231051131, '2023-06-01'),
('2022-02-22', 245871, 42, 791.1047179459197, '2023-06-01'),
('2022-02-22', 326932, 42, 634.7700850083135, '2023-06-01'),
('2022-02-22', 326327, 42, 693.7260916479229, '2023-06-01'),
('2022-02-22', -1, 42, 2597.7607340329077, '2023-06-01'),
('2022-02-23', 327193, 42, 413.67415167791086, '2023-06-01'),
('2022-02-23', 245971, 42, 564.4042601073146, '2023-06-01'),
('2022-02-23', 245871, 42, 489.211085048604, '2023-06-01'),
('2022-02-23', 326932, 42, 354.2171632307046, '2023-06-01'),
('2022-02-23', 326327, 42, 992.5237667846767, '2023-06-01'),
('2022-02-23', -1, 42, 2814.030426849211, '2023-06-01'),
('2022-02-24', 327193, 42, 135.3577538272468, '2023-06-01'),
('2022-02-24', 245971, 42, 755.3840462520993, '2023-06-01'),
('2022-02-24', 245871, 42, 409.3155439036599, '2023-06-01'),
('2022-02-24', 326932, 42, 657.3489222834143, '2023-06-01'),
('2022-02-24', 326327, 42, 22.365338527229774, '2023-06-01'),
('2022-02-24', -1, 42, 1979.7716047936499, '2023-06-01'),
('2022-02-25', 327193, 42, 982.1302516511877, '2023-06-01'),
('2022-02-25', 245971, 42, 227.93671661909798, '2023-06-01'),
('2022-02-25', 245871, 42, 899.3633635791737, '2023-06-01'),
('2022-02-25', 326932, 42, 278.51714018491435, '2023-06-01'),
('2022-02-25', 326327, 42, 915.9357298441284, '2023-06-01'),
('2022-02-25', -1, 42, 3303.8832018785024, '2023-06-01'),
('2022-02-26', 327193, 42, 984.0628723258711, '2023-06-01'),
('2022-02-26', 245971, 42, 479.44337379923843, '2023-06-01'),
('2022-02-26', 245871, 42, 303.6228278917762, '2023-06-01'),
('2022-02-26', 326932, 42, 950.4923015380219, '2023-06-01'),
('2022-02-26', 326327, 42, 370.86155095507377, '2023-06-01'),
('2022-02-26', -1, 42, 3088.482926509981, '2023-06-01'),
('2022-02-27', 327193, 42, 214.76884905949524, '2023-06-01'),
('2022-02-27', 245971, 42, 220.80889273352332, '2023-06-01'),
('2022-02-27', 245871, 42, 588.5372895745126, '2023-06-01'),
('2022-02-27', 326932, 42, 384.26704306190186, '2023-06-01'),
('2022-02-27', 326327, 42, 673.6841950182074, '2023-06-01'),
('2022-02-27', -1, 42, 2082.0662694476405, '2023-06-01'),
('2022-02-28', 327193, 42, 951.623991788582, '2023-06-01'),
('2022-02-28', 245971, 42, 565.9611373178151, '2023-06-01'),
('2022-02-28', 245871, 42, 628.1401474783544, '2023-06-01'),
('2022-02-28', 326932, 42, 33.732711665603766, '2023-06-01'),
('2022-02-28', 326327, 42, 184.22390437329761, '2023-06-01'),
('2022-02-28', -1, 42, 2363.681892623653, '2023-06-01'),
('2022-03-01', 327193, 42, 549.8151094781742, '2023-06-01'),
('2022-03-01', 245971, 42, 428.6725115011709, '2023-06-01'),
('2022-03-01', 245871, 42, 123.65403037554546, '2023-06-01'),
('2022-03-01', 326932, 42, 182.90180732496398, '2023-06-01'),
('2022-03-01', 326327, 42, 344.43284011517625, '2023-06-01'),
('2022-03-01', -1, 42, 1629.476298795031, '2023-06-01'),
('2022-03-02', 327193, 42, 487.9584107766679, '2023-06-01'),
('2022-03-02', 245971, 42, 222.62183006431047, '2023-06-01'),
('2022-03-02', 245871, 42, 728.9388533410277, '2023-06-01'),
('2022-03-02', 326932, 42, 852.1794632519927, '2023-06-01'),
('2022-03-02', 326327, 42, 895.4560904898061, '2023-06-01'),
('2022-03-02', -1, 42, 3187.154647923805, '2023-06-01'),
('2022-03-03', 327193, 42, 127.27869834825289, '2023-06-01'),
('2022-03-03', 245971, 42, 667.8034304162165, '2023-06-01'),
('2022-03-03', 245871, 42, 894.2300453734066, '2023-06-01'),
('2022-03-03', 326932, 42, 327.22071974675106, '2023-06-01'),
('2022-03-03', 326327, 42, 327.16235999256924, '2023-06-01'),
('2022-03-03', -1, 42, 2343.695253877196, '2023-06-01'),
('2022-03-04', 327193, 42, 465.3457500162441, '2023-06-01'),
('2022-03-04', 245971, 42, 32.96701039312866, '2023-06-01'),
('2022-03-04', 245871, 42, 766.7727716818957, '2023-06-01'),
('2022-03-04', 326932, 42, 840.542370146893, '2023-06-01'),
('2022-03-04', 326327, 42, 436.2964356607878, '2023-06-01'),
('2022-03-04', -1, 42, 2541.924337898949, '2023-06-01'),
('2022-03-05', 327193, 42, 773.102076421213, '2023-06-01'),
('2022-03-05', 245971, 42, 749.8342098191717, '2023-06-01'),
('2022-03-05', 245871, 42, 922.3346081239289, '2023-06-01'),
('2022-03-05', 326932, 42, 346.58621184572434, '2023-06-01'),
('2022-03-05', 326327, 42, 87.02504287901502, '2023-06-01'),
('2022-03-05', -1, 42, 2878.882149089053, '2023-06-01'),
('2022-03-06', 327193, 42, 544.3096925965791, '2023-06-01'),
('2022-03-06', 245971, 42, 898.4527251121934, '2023-06-01'),
('2022-03-06', 245871, 42, 140.62235162866244, '2023-06-01'),
('2022-03-06', 326932, 42, 825.3661861358138, '2023-06-01'),
('2022-03-06', 326327, 42, 487.76470179770183, '2023-06-01'),
('2022-03-06', -1, 42, 2896.5156572709507, '2023-06-01'),
('2022-03-07', 327193, 42, 607.3153569997537, '2023-06-01'),
('2022-03-07', 245971, 42, 453.2836542628519, '2023-06-01'),
('2022-03-07', 245871, 42, 662.8300111117373, '2023-06-01'),
('2022-03-07', 326932, 42, 338.7144634460142, '2023-06-01'),
('2022-03-07', 326327, 42, 263.149811228379, '2023-06-01'),
('2022-03-07', -1, 42, 2325.293297048736, '2023-06-01'),
('2022-03-08', 327193, 42, 310.8616860590524, '2023-06-01'),
('2022-03-08', 245971, 42, 394.48080993490896, '2023-06-01'),
('2022-03-08', 245871, 42, 282.3221424521781, '2023-06-01'),
('2022-03-08', 326932, 42, 119.84438860777402, '2023-06-01'),
('2022-03-08', 326327, 42, 920.852981243765, '2023-06-01'),
('2022-03-08', -1, 42, 2028.3620082976786, '2023-06-01'),
('2022-03-09', 327193, 42, 927.4342385629844, '2023-06-01'),
('2022-03-09', 245971, 42, 370.1563972409495, '2023-06-01'),
('2022-03-09', 245871, 42, 949.9753290672446, '2023-06-01'),
('2022-03-09', 326932, 42, 551.9798274502745, '2023-06-01'),
('2022-03-09', 326327, 42, 378.0490472147382, '2023-06-01'),
('2022-03-09', -1, 42, 3177.594839536191, '2023-06-01'),
