dept_id,goods_id,predict_date,date_type,pred_consume,ro,ss,after_check,high_limit,low_limit,update_time,dt
367678,25750,2023-10-26,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-10-27,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-10-28,3,26,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-10-29,3,26,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-10-30,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-10-31,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-11-01,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-11-02,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-11-03,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-11-04,3,26,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-11-05,3,26,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-11-06,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-11-07,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,25750,2023-10-19,3,30,2.0,0,0,3277,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-10-25,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-10-26,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-10-27,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-10-28,3,16,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-10-29,3,16,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-10-30,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-10-31,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-11-01,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-11-02,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-11-03,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-11-04,3,16,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-11-05,3,16,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-11-06,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-11-07,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27178,2023-10-19,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-10-25,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-10-26,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-10-27,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-10-28,3,16,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-10-29,3,16,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-10-30,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-10-31,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-11-01,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-11-02,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-11-03,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-11-04,3,16,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-11-05,3,16,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-11-06,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-11-07,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367678,27185,2023-10-19,3,17,3.0,0,0,3284,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-10-25,1,8,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-10-26,1,8,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-10-27,1,8,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-10-28,2,4,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-10-29,2,4,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-10-30,2,8,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-10-31,2,8,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-11-01,2,8,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-11-02,2,8,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25533,2023-11-03,2,8,2.0,29,0,3398,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-10-25,1,50,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-10-26,1,46,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-10-27,1,46,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-10-28,2,37,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-10-29,2,37,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-10-30,2,46,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-10-31,2,46,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-11-01,2,46,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-11-02,2,46,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25694,2023-11-03,2,46,3.0,144,0,3377,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-10-25,1,21,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-10-26,1,21,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-10-27,1,21,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-10-28,2,38,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-10-29,2,38,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-10-30,2,41,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-10-31,2,41,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-11-01,2,41,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-11-02,2,41,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25708,2023-11-03,2,41,3.0,116,0,3401,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-10-25,1,50,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-10-26,1,46,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-10-27,1,46,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-10-28,2,37,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-10-29,2,37,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-10-30,2,46,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-10-31,2,46,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-11-01,2,46,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-11-02,2,46,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,25750,2023-11-03,2,46,2.0,146,0,4046,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-10-25,1,11,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-10-26,1,11,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-10-27,1,11,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-10-28,2,10,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-10-29,2,10,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-10-30,2,11,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-10-31,2,11,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-11-01,2,11,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-11-02,2,11,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27178,2023-11-03,2,11,3.0,23,0,3085,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-10-25,1,11,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-10-26,1,11,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-10-27,1,11,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-10-28,2,10,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-10-29,2,10,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-10-30,2,11,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-10-31,2,11,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-11-01,2,11,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-11-02,2,11,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
367741,27185,2023-11-03,2,11,3.0,32,0,3113,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-10-25,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-10-26,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-10-27,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-10-28,3,8,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-10-29,3,8,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-10-30,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-10-31,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-11-01,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-11-02,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-11-03,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-11-04,3,8,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-11-05,3,8,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-11-06,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-11-07,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25533,2023-10-19,3,4,2.0,0,0,3189,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-10-25,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-10-26,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-10-27,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-10-28,3,24,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-10-29,3,24,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-10-30,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-10-31,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-11-01,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-11-02,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-11-03,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-11-04,3,24,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-11-05,3,24,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-11-06,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-11-07,3,20,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25694,2023-10-19,3,0,3.0,0,0,3169,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-10-25,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-10-26,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-10-27,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-10-28,3,40,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-10-29,3,40,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-10-30,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-10-31,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-11-01,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-11-02,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-11-03,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-11-04,3,40,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-11-05,3,40,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-11-06,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-11-07,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25708,2023-10-19,3,25,3.0,0,0,3801,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-10-25,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-10-26,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-10-27,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-10-28,3,23,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-10-29,3,23,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-10-30,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-10-31,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-11-01,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-11-02,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-11-03,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-11-04,3,23,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-11-05,3,23,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-11-06,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-11-07,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,25750,2023-10-19,3,19,2.0,0,0,3202,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-10-25,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-10-26,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-10-27,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-10-28,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-10-29,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-10-30,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-10-31,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-11-01,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-11-02,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-11-03,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-11-04,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-11-05,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-11-06,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-11-07,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27178,2023-10-19,3,10,3.0,0,0,3120,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-10-25,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-10-26,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-10-27,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-10-28,3,9,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-10-29,3,9,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-10-30,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-10-31,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-11-01,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-11-02,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-11-03,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-11-04,3,9,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-11-05,3,9,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-11-06,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-11-07,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368266,27185,2023-10-19,3,7,3.0,0,0,3116,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-10-25,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-10-26,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-10-27,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-10-28,3,23,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-10-29,3,23,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-10-30,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-10-31,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-11-01,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-11-02,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-11-03,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-11-04,3,23,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-11-05,3,23,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-11-06,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-11-07,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25533,2023-10-19,3,12,2.0,0,0,3318,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-10-25,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-10-26,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-10-27,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-10-28,3,53,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-10-29,3,53,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-10-30,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-10-31,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-11-01,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-11-02,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-11-03,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-11-04,3,53,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-11-05,3,53,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-11-06,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-11-07,3,44,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25694,2023-10-19,3,0,3.0,0,0,3458,0,2023-10-25 13:39:07,2023-10-18
368343,25708,2023-10-25,3,66,3.0,0,0,4747,0,2023-10-25 13:39:07,2023-10-18
368343,25708,2023-10-26,3,66,3.0,0,0,4747,0,2023-10-25 13:39:07,2023-10-18
368343,25708,2023-10-27,3,66,3.0,0,0,4747,0,2023-10-25 13:39:07,2023-10-18
368343,25708,2023-10-28,3,140,3.0,0,0,4747,0,2023-10-25 13:39:07,2023-10-18
368343,25708,2023-10-29,3,140,3.0,0,0,4747,0,2023-10-25 13:39:07,2023-10-18
368343,25708,2023-10-30,3,66,3.0,0,0,4747,0,2023-10-25 13:39:07,2023-10-18
368343,25708,2023-10-31,3,66,3.0,0,0,4747,0,2023-10-25 13:39:07,2023-10-18
